date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:28:40	698808/698808	---M--	200	added ('OK')	image/png	date:Mon,%2024%20Oct%202022%2016:27:27%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/71017D-2-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/10/71017D-2-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:40	538940/538940	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Mar%202023%2013:57:43%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-3-1-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-3-1-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:40	152471/152471	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:55:05%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.07.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.07.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:40	127810/127810	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:54:55%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.08.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.08.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:41	128290/128290	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:56:13%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.13-1.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.13-1.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:41	153482/153482	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:54:45%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.09.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.09.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:41	151136/151136	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:56:23%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.13.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.13.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	225966/225966	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Oct%202022%2017:43:55%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/Screenshot_20220328-140832_2.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/10/Screenshot_20220328-140832_2.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	157158/157158	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:55:15%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.06.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.06.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	345795/345795	---M--	200	added ('OK')	image/jpeg	date:Mon,%2024%20Oct%202022%2017:43:29%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/10/Design-sem-nome-8-1.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/10/Design-sem-nome-8-1.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	114768/114768	---M--	200	added ('OK')	image/jpeg	date:Sat,%2009%20Jul%202022%2017:19:30%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/8384468.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/07/8384468.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	809917/809917	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:37%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-150012_2.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-150012_2.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:42	797175/797175	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:42%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-145736_2.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-145736_2.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:43	667866/667866	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2019:11:45%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-144412_2.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-144412_2.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:43	115815/115815	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:54:25%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.10.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.10.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:43	163765/163765	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:56:51%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.10-1.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.10-1.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:43	288874/288874	---M--	200	added ('OK')	image/jpeg	date:Sun,%2022%20Jan%202023%2021:33:24%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/01/2-1.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/01/2-1.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:44	150554/150554	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:56:03%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.14.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.14.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:44	170670/170670	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:56:41%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.11.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.11.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:44	515624/515624	---M--	200	added ('OK')	image/png	date:Thu,%2007%20Jul%202022%2013:04:01%20GMT	https://metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-114334_2-1.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2022/07/Screenshot_20220328-114334_2-1.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:44	174361/174361	---M--	200	added ('OK')	image/jpeg	date:Thu,%2016%20Mar%202023%2022:57:01%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.15.jpeg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/WhatsApp-Image-2023-03-16-at-19.53.15.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:44	729717/729717	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2013:51:21%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/NAO-SE-ILUDA-1-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/NAO-SE-ILUDA-1-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:45	624132/624132	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Mar%202023%2013:58:28%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-8-1-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-8-1-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:45	556982/556982	---M--	200	added ('OK')	image/png	date:Sun,%2019%20Mar%202023%2013:58:26%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/NAO-SE-ILUDA-4-1-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/NAO-SE-ILUDA-4-1-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:45	654213/654213	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2014:13:43%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-7-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/Copia-de-Copia-de-OPCAO-NUMERO-2-7-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:45	166922/166922	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2013:46:10%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/Captura_de_tela_2023-03-17_104550-removebg-preview.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/Captura_de_tela_2023-03-17_104550-removebg-preview.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:46	194952/194952	---M--	200	added ('OK')	image/png	date:Mon,%2010%20Apr%202023%2014:01:41%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/04/Design-sem-nome-66-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/04/Design-sem-nome-66-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:46	18242/18242	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2014:44:06%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/PLRPRONTO.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/PLRPRONTO.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:46	30699/30699	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2014:44:09%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/vslpack.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/vslpack.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:46	15399/15399	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2014:44:13%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/packpvs.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/packpvs.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:46	159100/159100	---M--	200	added ('OK')	image/png	date:Fri,%2017%20Mar%202023%2014:33:30%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/Design-sem-nome-55-1-1024x1024.png	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/Design-sem-nome-55-1-1024x1024.png	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
14:28:47	16411/16411	---M--	200	added ('OK')	image/jpeg	date:Wed,%2015%20Mar%202023%2014:44:16%20GMT	https://metodogdf.com.br/wp-content/uploads/2023/03/garantia1-1.jpg	C:/Users/Paulo/Desktop/site%20emagrecimento/emagrecimento/metodogdf.com.br/wp-content/uploads/2023/03/garantia1-1.jpg	(from https://metodogdf.com.br/__trashed-2/?ref=W95917015B)
